TIMESTAMP,ContextTokens,GeneratedTokens
1700158820541,155,30
1700158820634,81,15
1700158820638,1650,13
1700158820639,1364,9
1700158820639,1908,22
1700158820641,123,15
1700158820642,81,7
1700158820734,1724,15
1700158820740,247,84
1700158820745,3854,10
1700158820746,83,6
1700158820842,156,21
1700158820842,247,71
1700158820937,3066,12
1700158820937,3517,11
1700158820938,2081,6
1700158820941,143,12
1700158821040,2649,20
1700158821137,2655,9
1700158821237,1724,18
1700158821242,2128,13
1700158821337,3067,9
1700158821341,2926,12
1700158821440,1900,46
1700158821440,2047,106
1700158821441,5923,55
1700158821540,2971,9
1700158821541,2156,13
1700158821640,573,6
1700158821641,14,10
1700158821642,232,6
1700158821646,3284,7
1700158821737,1364,9
1700158821739,161,16
1700158821742,316,23
1700158821936,2084,16
1700158821938,2068,11
1700158821942,1180,39
1700158822236,2654,17
1700158822241,146,16
1700158822340,318,11
1700158822342,3288,10
1700158822438,252,17
1700158822439,35,14
1700158822536,337,13
1700158822536,109,6
1700158822539,148,43
1700158822540,985,27
1700158822543,2136,8
1700158822546,2657,7
1700158822741,3289,15
1700158822743,2136,12
1700158822837,135,6
1700158822840,181,105
1700158822934,3399,10
1700158822939,1067,9
1700158822940,5831,11
1700158822940,153,15
1700158822943,527,7
1700158822945,1905,17
1700158822957,1293,25
1700158823037,1180,6
1700158823037,61,21
1700158823053,1278,9
1700158823069,65,10
1700158823153,217,9
1700158823236,287,9
1700158823236,3064,15
1700158823236,116,10
1700158823239,1638,9
1700158823239,3396,7
1700158823353,2077,15
1700158823353,4629,6
1700158823353,1084,6
1700158823354,1259,8
1700158823457,7332,26
1700158823460,4081,29
1700158823655,1137,58
1700158823739,1430,12
1700158823754,596,6
1700158823835,174,18
1700158823841,2969,25
1700158823843,2157,7
1700158823855,596,67
1700158823934,175,18
1700158823940,108,11
1700158823941,161,11
1700158823941,3399,19
1700158823955,1278,9
1700158824053,296,6
1700158824061,4629,6
1700158824062,842,7
1700158824354,220,6
1700158824354,4771,16
1700158824553,1059,9
1700158824553,1087,6
1700158824655,14,9
1700158824755,1326,6
1700158824955,627,48
1700158824959,4769,9
1700158825153,1326,6
1700158825665,1195,9
1700158825757,40,16
1700158825855,2187,13
1700158825855,4083,41
1700158825986,846,12
1700158826091,1260,19
1700158826114,1197,6
1700158826253,7435,13
1700158826256,6051,13
1700158826753,1196,18
1700158827186,847,32
1700158827215,7436,11
1700158827553,1257,9
1700158827657,4770,39
1700158827898,847,26
1700158828340,848,8
1700158828553,694,155
1700158828754,7435,13
1700158828779,847,8
1700158828787,1748,15
1700158828982,7335,11
1700158829155,4803,13
1700158829156,1200,6
1700158829453,694,16
1700158829455,1490,6
1700158829459,6054,6
1700158829555,847,13
1700158829657,1201,12
1700158837725,1141,22
1700158837821,377,11
1700158837923,7421,13
1700158838015,389,12
1700158838020,1144,10
1700158838021,3640,14
1700158838123,968,16
1700158838123,3376,118
1700158838216,2436,7
1700158838716,481,11
1700158838719,2165,10
1700158838721,103,13
1700158838721,3548,15
1700158838922,483,9
1700158839020,2113,145
1700158839021,2436,14
1700158839024,2437,13
1700158839119,1292,70
1700158839120,7429,9
1700158839220,7408,12
1700158839221,484,10
1700158839223,2575,16
1700158839224,2113,123
1700158839318,1282,15
1700158839320,2595,186
1700158839418,1852,12
1700158839420,878,17
1700158839517,945,9
1700158839523,7419,8
1700158839523,1148,39
1700158839524,55,6
1700158839723,239,10
1700158839814,55,8
1700158839820,56,9
1700158840621,486,16
1700158840818,176,88
1700158840819,881,12
1700158840819,1156,17
1700158842523,971,40
1700158842523,1006,7
1700158843587,2860,239
1700158843587,5219,8
1700158843615,1922,6
1700158843618,3378,8
1700158843683,2872,20
1700158843720,1175,9
1700158843778,6606,11
1700158843786,2005,13
1700158843818,882,11
1700158843821,881,8
1700158843821,1292,70
1700158843880,387,10
1700158843984,2172,14
1700158843988,2001,6
1700158844082,387,9
1700158844083,5423,9
1700158844083,35,17
1700158844316,879,14
1700158844401,917,11
1700158844479,4028,218
1700158844515,3379,7
1700158844520,3945,26
1700158845383,89,8
1700158845383,1202,7
1700158845383,6607,11
1700158845481,1294,6
1700158845482,6906,302
1700158845482,917,11
1700158845489,1096,16
1700158845583,1291,22
1700158845677,50,66
1700158845778,1847,8
1700158845784,736,21
1700158845877,5431,12
1700158846163,1575,28
1700158846164,727,7
1700158846262,45,16
1700158846262,2353,12
1700158846361,194,6
1700158846367,5881,6
1700158846368,3253,73
1700158846458,194,6
1700158846461,1233,153
1700158846463,195,13
1700158846468,195,14
1700158846520,2596,13
1700158846523,1258,16
1700158846559,5697,19
1700158846559,1031,9
1700158846564,5699,7
1700158846565,1648,10
1700158846622,552,12
1700158846622,1861,9
1700158846659,4681,58
1700158846659,5801,7
1700158846665,729,17
1700158846715,879,8
1700158846762,5886,8
1700158846762,3765,9
1700158846763,3760,13
1700158846765,53,42
1700158846822,108,15
1700158847529,134,6
1700158847616,7436,10
1700158847618,58,13
1700158847916,63,8
1700158847919,1863,15
1700158848165,65,16
1700158848262,2670,6
1700158848268,5801,91
1700158848368,5801,37
1700158848388,52,18
1700158848480,92,15
1700158848563,1291,48
1700158848567,1916,9
1700158848580,4030,72
1700158848589,2555,11
1700158848618,130,13
1700158848622,768,11
1700158848663,1469,10
1700158848665,1879,18
1700158848667,2241,10
1700158848668,2976,16
1700158848668,201,121
1700158848719,945,9
1700158848719,111,23
1700158848785,53,44
1700158848815,2174,8
1700158848815,2215,16
1700158848879,6611,10
1700158848879,1747,9
1700158848879,6919,16
1700158848916,6646,14
1700158848922,2608,33
1700158849083,2553,11
1700158849086,5442,11
1700158849117,110,12
1700158849221,324,10
1700158849222,883,10
1700158849414,928,6
1700158849516,1292,12
1700158849517,2608,34
1700158849517,2123,21
1700158849814,2116,33
1700158849915,2287,10
1700158849916,882,11
1700158850480,45,11
1700158850584,738,21
1700158850789,859,14
1700158850878,5452,10
1700158850883,6478,41
1700158850984,266,52
1700158850986,859,22
1700158850987,4035,25
1700158851067,4684,6
1700158851079,94,14
1700158851085,6918,49
1700158851182,50,20
1700158851189,6608,11
1700158851280,46,21
1700158851386,97,10
1700158851577,46,13
1700158851578,5461,13
1700158851578,4991,9
1700158851583,1969,100
1700158851584,4821,23
1700158851664,2979,11
1700158851759,1034,12
1700158851766,736,12
1700158851863,5801,61
1700158851865,2979,19
1700158851869,2242,17
1700158852164,163,53
1700158852166,2679,222
1700158852169,1469,10
1700158852258,193,11
1700158852259,313,26
1700158852263,5803,6
1700158852263,4685,6
1700158852269,1038,9
1700158852359,72,9
1700158852460,1469,10
1700158852462,4530,11
1700158852466,1650,39
1700158853578,46,9
1700158853582,47,12
1700158853683,94,13
1700158853683,5473,7
1700158853683,661,22
1700158853983,5473,7
1700158853986,3330,21
1700158853987,661,12
1700158853987,1980,9
1700158854384,3286,37
1700158854479,94,8
1700158854578,3286,19
1700158854585,863,16
1700158854588,865,16
1700158854678,3287,9
1700158854681,5590,76
1700158854682,1981,7
1700158854784,97,8
1700158854787,2124,13
1700158854880,5479,13
1700158854883,50,9
1700158855484,3325,12
1700158855580,429,9
1700158855580,10,7
1700158855581,863,15
1700158855584,5503,9
1700158855682,1338,11
1700158855683,3324,6
1700158855683,5491,13
1700158855686,1397,9
1700158855687,10,16
1700158855688,2130,12
1700158855781,4829,16
1700158855783,98,12
1700158855784,863,9
1700158855979,1802,15
1700158855983,3326,11
1700158855983,5511,12
1700158855984,100,6
1700158855985,866,18
1700158856083,103,10
1700158856181,2130,8
1700158856182,5480,22
1700158856186,7435,21
1700158856282,2130,10
1700158856377,50,53
1700158856382,14,89
1700158856382,3287,70
1700158856584,7436,25
1700158856584,2956,116
1700158856677,866,33
1700158856781,866,14
1700158856785,175,361
1700158856785,6922,300
1700158856878,60,19
1700158856881,15,85
1700158856883,5522,12
1700158856887,876,33
1700158856978,1397,9
1700158856979,5213,16
1700158857064,74,18
1700158857066,1001,12
1700158857079,5533,6
1700158857081,15,188
1700158857086,6490,7
1700158857088,301,12
1700158857088,876,59
1700158857163,3898,6
1700158857163,1125,14
1700158857164,3251,27
1700158857165,3738,65
1700158857180,3330,9
1700158857182,5214,9
1700158857183,4057,12
1700158857363,1264,9
1700158857363,1027,27
1700158857379,137,15
1700158857380,4057,24
1700158857381,15,10
1700158857463,81,10
1700158857480,4990,12
1700158857668,1026,17
1700158857678,17,88
1700158857683,2653,7
1700158857783,430,28
1700158857882,2653,8
1700158857979,497,16
1700158857983,7434,12
1700158857988,1421,25
1700158858063,1264,9
1700158858078,2654,7
1700158858083,17,206
1700158858177,15,248
1700158858183,408,7
1700158858288,17,43
1700158858458,5806,43
1700158858459,4685,6
1700158858463,3315,28
1700158858463,5803,87
1700158858486,409,56
1700158858487,143,9
1700158858489,2284,11
1700158858560,1469,10
1700158858661,1059,10
1700158858665,406,14
1700158858667,75,19
1700158858687,2963,79
1700158858765,7433,12
1700158858765,1496,23
1700158858766,3320,27
1700158858768,1471,8
1700158858777,145,12
1700158858977,18,55
1700158858980,3268,14
1700158859059,7436,14
1700158859060,200,12
1700158859064,1495,6
1700158859066,1473,14
1700158859067,196,6
1700158859079,5538,13
1700158859158,1880,13
1700158859259,76,17
1700158859261,4688,52
1700158859267,1037,9
1700158859268,1498,8
1700158859278,997,638
1700158859378,146,8
1700158859461,6,12
1700158859462,5806,51
1700158859462,198,11
1700158859560,3616,18
1700158859563,1472,9
1700158859564,1498,9
1700158859565,80,9
1700158859661,1053,9
1700158859666,881,10
1700158859666,1042,10
1700158859759,4695,48
1700158859777,52,17
1700158859862,1497,9
1700158859864,79,9
1700158859877,504,10
1700158859878,896,14
1700158859964,202,6
1700158859978,100,18
1700158859980,145,12
1700158885127,1164,18
1700158885243,2546,11
1700158885348,2132,71
1700158885348,1205,12
1700158885350,3738,10
1700158885615,3634,7
1700158885714,1542,8
1700158885715,3296,24
1700158885717,2616,18
1700158885814,4662,10
1700158885814,675,7
1700158885814,101,12
1700158885818,1456,13
1700158886182,1875,7
1700158886182,2615,22
1700158886237,3634,6
1700158886314,2547,6
1700158886507,1087,11
1700158886615,6055,10
1700158886615,248,9
1700158886634,1165,42
1700158886737,2822,56
1700158887015,678,16
1700158887115,2615,24
1700158887115,120,17
1700158887215,100,13
1700158887416,7436,12
1700158887758,965,9
1700158887815,2547,11
1700158887831,2616,19
1700158887873,1549,67
1700158888115,6056,8
1700158888214,1201,6
1700158888236,924,13
1700158888237,251,49
1700158888314,3297,12
1700158888416,2132,43
1700158888576,2096,7
1700158888673,264,8
1700158888947,2133,33
1700158889077,1872,19
1700158889269,7436,13
1700158889417,1163,16
1700158889519,56,18
1700158889754,599,6
1700158889838,264,14
1700158889852,908,23
1700158889924,1163,10
1700158893141,2755,9
1700158893234,3014,6
1700158893235,337,66
1700158893438,2545,7
1700158893438,143,6
1700158893534,349,13
1700158893535,5901,7
1700158893858,174,10
1700158893934,4078,12
1700158893935,7435,10
1700158893965,229,15
1700158894038,173,11
1700158894234,1432,25
1700158894507,2386,148
1700158895235,840,10
1700158895334,5957,13
1700158895434,3511,45
1700158895435,3014,13
1700158895834,172,14
1700158895955,4078,13
1700158896089,5902,21
1700158896134,2605,792
1700158896134,7435,9
1700158896158,3513,14
1700158896711,172,21
1700158896725,2504,16
1700158897135,1433,14
1700158897237,338,7
1700158897437,2504,17
1700158897698,1094,10
1700158897900,3768,41
1700158897934,1433,16
1700158898039,2867,6
1700158898044,5804,61
1700158898137,173,16
1700158898234,4075,10
1700158898235,2867,7
1700158898254,5961,11
1700158898336,7412,14
1700158898341,2506,10
1700158898434,144,6
1700158898544,2559,53
1700158898734,3514,87
1700158898736,41,8
1700158898837,1263,30
1700158898838,2507,6
1700158898935,2390,6
1700158898936,2093,9
1700158899034,2868,14
1700158899039,174,9
1700158899437,200,10
1700158899536,718,6
1700158899651,3514,49
1700158899665,3777,15
1700158899734,2868,17
1700158900034,201,8
1700158900039,5963,7
1700158900412,1951,48
1700158900668,178,8
1700158900742,1698,6
1700158900834,173,15
1700158900834,7435,139
1700158900934,363,8
1700158901434,1953,15
1700158901537,292,15
1700158901776,3385,22
1700158902034,3515,54
1700158902134,41,36
1700158902243,204,63
1700158902374,336,9
1700158902584,4075,24
1700158902636,179,11
1700158902734,1434,18
1700158902989,224,12
1700158903053,2403,37
1700158905884,127,71
1700158906105,3265,7
1700158906129,55,777
1700158906179,146,35
1700158906211,3480,13
1700158906299,2003,46
1700158906478,148,10
1700158906947,3480,12
1700158907008,4750,19
1700158907545,3480,10
1700158907578,148,32
1700158908099,3482,10
1700158908100,7436,14
1700158908104,247,13
1700158908180,741,18
1700158908480,7435,10
1700158908584,243,9
1700158908677,4749,39
1700158908856,3630,9
1700158908975,3281,6
1700158909059,6499,19
1700158917158,198,70
1700158917359,2689,22
1700158917361,747,8
1700158917393,1165,15
1700158917489,40,55
1700158917493,2330,8
1700158917662,356,8
1700158917993,298,60
1700158918090,767,35
1700158918091,767,11
1700158918259,747,9
1700158918561,356,7
1700158918660,7435,8
1700158918760,4675,14
1700158918880,2821,12
1700158918880,770,14
1700158919064,298,100
1700158919182,2331,6
1700158919560,1085,9
1700158919560,358,17
1700158919759,4656,9
1700158919963,2692,7
1700158920159,299,46
1700158920182,2462,11
1700158920359,900,841
1700158920360,36,49
1700158920497,19,10
1700158920662,853,7
1700158920764,2825,7
1700158920764,348,16
1700158921358,774,16
1700158921421,854,8
1700158921960,2825,295
1700158921960,349,34
1700158922164,298,115
1700158922260,261,6
1700158922361,37,34
1700158922565,854,16
1700158922565,261,6
1700158923556,6735,34
1700158923670,3026,17
1700158923725,3165,26
1700158923937,1985,19
1700158923991,1708,42
1700158924029,2171,19
1700158924231,2135,9
1700158924245,4423,13
1700158924325,2389,19
1700158924426,7436,7
1700158924528,1297,16
1700158924625,462,9
1700158924625,3026,11
1700158924747,390,16
1700158924926,2173,27
1700158925048,1042,20
1700158925125,821,34
1700158925154,2136,52
1700158925396,341,16
1700158925729,4425,94
1700158925920,3364,6
1700158926130,2137,54
1700158926427,2644,18
1700158926528,1695,48
1700158926688,211,6
1700158926860,1500,60
1700158926957,1779,16
1700158927366,396,18
1700158927627,888,9
1700158927725,2103,7
1700158927726,7436,17
1700158927727,220,14
1700158927897,3028,17
1700158928005,2103,7
1700158928252,3967,10
1700158928331,4642,10
1700158928422,399,7
1700158928664,1164,97
1700158928697,1984,253
1700158928727,3601,9
1700158929030,1948,22
1700158929387,1463,51
1700158929825,1195,54
1700158930059,5538,21
1700158930326,3601,9
1700158930429,4634,10
1700158930625,2108,7
1700158930627,2149,46
1700158930645,1154,67
1700158930833,7436,8
1700158930846,2157,6
1700158931129,401,12
1700158931225,3372,12
1700158931330,471,17
1700158931534,942,69
1700158931534,253,16
1700158931728,2393,28
1700158931736,1198,7
1700158931825,253,6
1700158932181,5469,21
1700158932373,401,13
1700158932532,1200,6
1700158932532,392,6
1700158932932,1295,17
1700158932944,2169,11
1700158933026,2823,15
1700158933626,820,16
1700158933729,2169,21
1700158933730,1698,46
1700158933730,868,7
1700158933827,4451,97
1700158934129,2941,6
1700158934258,477,12
1700158934260,2075,10
1700158934627,2171,26
1700158934648,4454,6
1700158934765,1957,10
1700158935224,4454,13
1700158935312,4360,11
1700158935484,1586,15
1700158935985,3383,79
1700158935996,825,12
1700158936126,2174,28
1700158936556,3616,42
1700158936638,825,19
1700158960205,10,10
1700158960578,2297,31
1700158960834,405,7
1700158960926,4631,433
1700158960969,7436,56
1700158961028,6965,7
1700158961127,4610,6
1700158961396,706,10
1700158961420,406,7
1700158961525,2158,26
1700158961626,1002,26
1700158961794,196,14
1700158962288,11,19
1700158962426,2248,23
1700158962753,3230,23
1700158962785,4063,8
1700158963225,1738,10
1700158963597,7435,34
1700158963738,2144,22
1700158964127,2253,18
1700158964328,16,7
1700158964360,7435,6
1700158964429,5479,12
1700158964625,6965,12
1700158964626,2145,14
1700158964626,1131,9
1700158965235,1131,7
1700158965353,3231,26
1700158965536,12,17
1700158965626,2076,58
1700158965646,7435,15
1700158965648,1130,20
1700158966093,775,8
1700158966526,775,8
1700158966825,15,9
1700158966854,3247,25
1700158967314,2117,8
1700158967531,7435,7
1700158967533,1131,9
1700158968125,30,20
1700158968143,253,30
1700158968306,3262,19
1700158968447,1976,69
1700158968667,209,9
1700158969300,890,13
1700158969413,364,31
1700158969446,2750,6
1700158969556,4947,14
1700158969625,5480,19
1700159008139,255,46
1700159008139,1428,13
1700159008334,1616,11
1700159008354,235,12
1700159008542,992,9
1700159008876,2043,9
1700159009189,73,31
1700159009334,548,11
1700159009535,257,13
1700159009538,4630,19
1700159009641,1428,10
1700159009794,2022,23
1700159009834,3622,6
1700159009934,761,27
1700159009934,5850,17
1700159046355,409,15
1700159046355,121,11
1700159046553,1042,15
1700159046553,792,9
1700159046655,2441,11
1700159046655,2847,6
1700159046658,37,8
1700159046662,694,9
1700159046973,16,11
1700159047253,152,19
1700159047260,1292,19
1700159047480,267,8
1700159047653,699,58
1700159047655,413,28
1700159047755,4486,31
1700159048262,2524,18
1700159048359,136,17
1700159048360,1293,93
1700159048458,561,48
1700159048654,701,31
1700159048755,2783,26
1700159049219,994,9
1700159049458,1486,8
1700159049659,38,7
1700159049671,2444,12
1700159049755,17,12
1700159049958,43,7
1700159050053,41,14
1700159050168,703,25
1700159050483,1172,11
1700159050557,2784,25
1700159050753,701,75
1700159051057,42,12
1700159051557,3157,6
1700159052054,41,16
1700159052113,631,9
1700159052392,1329,9
1700159052436,1615,6
1700159052454,1363,12
1700159052555,1486,17
1700159052739,2784,47
1700159052773,4489,16
1700159140068,1307,15
1700159140163,1016,7
1700159140358,512,14
1700159140459,2451,6
1700159140463,5035,14
1700159140566,988,10
1700159140661,2018,15
1700159141165,94,18
1700159141261,1311,7
1700159141365,990,14
1700159141365,1543,10
1700159141564,397,28
1700159141662,1882,13
1700159141665,1046,7
1700159141759,7436,17
1700159141762,2960,283
1700159141762,7436,13
1700159144060,1018,6
1700159144061,2488,20
1700159144262,1050,10
1700159144461,399,16
1700159144466,4393,12
1700159144562,94,7
1700159144562,2546,8
1700159145163,1885,10
1700159145169,1050,11
1700159145360,376,19
1700159145367,997,7
1700159145468,377,9
1700159145562,4981,6
1700159145563,999,26
1700159145568,94,54
1700159145660,1052,20
1700159145664,551,7
1700159145667,2048,9
1700159145668,5004,15
1700159148064,1841,8
1700159148167,4486,35
1700159181617,920,82
1700159181717,491,180
1700159181819,312,16
1700159181820,2275,7
1700159181924,7436,12
1700159182019,7436,11
1700159182019,851,16
1700159182020,2364,42
1700159182114,2275,13
1700159182117,636,210
1700159182119,920,70
1700159182120,73,14
1700159182121,126,19
1700159182217,7436,8
1700159182416,2450,97
1700159182416,2274,36
1700159182417,491,31
1700159182420,4432,15
1700159182420,2275,8
1700159182421,636,22
1700159182532,64,44
1700159182541,491,58
1700159183619,491,116
1700159183818,492,30
1700159183818,2276,15
1700159183916,1101,108
1700159183916,3980,9
1700159183919,5744,13
1700159184014,775,13
1700159184019,2364,157
1700159184116,956,6
1700159184117,181,9
1700159184721,782,7
1700159184723,926,52
1700159184817,7437,7
1700159186517,3985,6
1700159186617,18,12
1700159186618,181,8
1700159186618,493,25
1700159186717,7435,11
1700159186815,353,14
1700159187234,3381,16
1700159187536,7270,10
1700159187538,1155,30
1700159187614,7382,51
1700159187615,494,35
1700159187622,7435,61
1700159187634,2222,21
1700159187734,4120,19
1700159187853,581,18
1700159187918,693,7
1700159187918,1100,8
1700159188115,4175,14
1700159188117,679,149
1700159188121,492,130
1700159188124,1726,16
1700159188161,43,24
1700159188170,1156,8
1700159188435,3381,10
1700159188534,4703,9
1700159188615,131,7
1700159188619,3926,22
1700159188619,637,403
1700159189015,2964,11
1700159189055,5504,35
1700159189335,966,10
1700159189360,1156,25
1700159189461,514,28
1700159189737,715,17
1700159189934,1157,11
1700159191518,363,25
1700159191616,695,7
1700159191616,1105,56
1700159191919,130,7
1700159192520,495,37
1700159192521,496,55
1700159192715,879,11
1700159192801,36,14
1700159192815,355,54
1700159192997,1556,21
1700159193014,2409,25
1700159193023,496,76
1700159193063,455,29
1700159193122,879,22
1700159193163,11,14
1700159193220,1108,6
1700159193259,668,22
1700159193320,1370,12
1700159193321,47,23
1700159193371,37,21
1700159193516,355,60
1700159193596,456,18
1700159193617,2280,21
1700159193720,932,57
1700159193818,1702,23
1700159193818,2771,9
1700159193818,132,11
1700159193819,1030,41
1700159193820,1608,12
1700159193821,2747,10
1700159193823,2280,11
1700159193859,771,6
1700159193918,355,58
1700159193921,495,211
1700159193924,2748,7
1700159193960,456,16
1700159193960,1352,9
1700159194014,2411,12
1700159194015,1108,27
1700159194020,1692,9
1700159194114,699,49
1700159194120,2411,8
1700159194122,356,48
1700159194218,781,93
1700159194315,1108,13
1700159194316,597,13
1700159194319,7384,24
1700159194359,7435,41
1700159194359,11,14
1700159194420,1876,6
1700159194422,2411,47
1700159194480,28,14
1700159194486,4262,127
1700159194619,595,64
1700159194716,1650,11
1700159194722,596,6
1700159194723,140,17
1700159194817,1112,103
1700159194820,2969,24
1700159194820,7436,10
1700159194859,772,6
1700159194860,5804,10
1700159194915,2412,103
1700159194922,336,16
1700159194922,261,10
1700159194924,3328,14
1700159194925,496,69
1700159195020,7384,12
1700159195022,364,28
1700159195167,203,28
1700159195221,2293,30
1700159195251,2086,61
1700159195324,1502,11
1700159195362,1896,10
1700159195415,259,8
1700159195416,2748,7
1700159195427,100,25
1700159195458,38,23
1700159195515,1357,12
1700159195563,144,11
1700159195760,100,16
1700159195820,1115,14
1700159195864,203,19
1700159195915,2640,8
1700159195963,5405,21
1700159196021,1357,14
1700159196021,2297,30
1700159196023,705,231
1700159196067,456,180
1700159196119,261,12
1700159196120,7390,34
1700159196120,2640,16
1700159196121,75,18
1700159196162,1563,10
1700159196163,16,14
1700159196260,2772,6
1700159196322,1881,25
1700159196322,2298,16
1700159196322,2434,9
1700159196322,93,63
1700159196323,2987,9
1700159196325,3811,9
1700159196421,1596,15
1700159196422,960,7
1700159196480,1017,20
1700159196480,18,10
1700159196560,100,60
1700159196588,2508,6
1700159196589,203,28
1700159196620,340,14
1700159196623,782,8
1700159196678,1803,12
1700159196758,773,8
1700159196780,1454,172
1700159196783,1035,52
1700159196784,92,7
1700159196784,1208,10
1700159196817,2992,9
1700159196817,1112,26
1700159196882,5546,18
1700159196920,2639,10
1700159196920,4176,10
1700159196922,1115,9
1700159196923,1112,9
1700159196924,2302,8
1700159196979,2020,25
1700159196981,225,13
1700159196981,1819,8
1700159196981,3132,6
1700159197068,146,13
1700159197080,29,24
1700159197083,6692,19
1700159197084,3775,18
1700159197114,2437,8
1700159197125,673,17
1700159197177,853,11
1700159197219,2302,12
1700159197222,98,12
1700159197223,2228,10
1700159197279,2387,24
1700159197279,7427,8
1700159197316,631,11
1700159197378,23,21
1700159197420,69,16
1700159197484,5547,17
1700159197516,220,13
1700159197518,2457,8
1700159197518,498,249
1700159197577,2942,55
1700159197619,1589,22
1700159197620,2460,13
1700159197719,2458,6
1700159197723,4179,14
1700159197724,2988,12
1700159197780,1145,11
1700159197819,2462,8
1700159197885,1806,15
1700159197915,1589,22
1700159197922,1392,9
1700159197923,2641,14
1700159197923,1884,6
1700159197923,3811,7
1700159197978,6483,7
1700159197983,241,11
1700159197988,4585,9
1700159198020,1884,6
1700159198024,1598,32
1700159198060,673,11
1700159198086,26,19
1700159198218,2302,13
1700159198223,2437,8
1700159198279,1039,55
1700159198284,1510,11
1700159198318,1431,9
1700159198319,3710,7
1700159198324,711,57
1700159198359,1897,55
1700159198383,1023,13
1700159198420,2981,15
1700159198478,3126,9
1700159198481,819,7
1700159198484,1032,6
1700159198516,454,11
1700159198581,7436,6
1700159198582,2168,10
1700159198615,7436,30
1700159198661,757,85
1700159198672,782,17
1700159198714,259,11
1700159198714,2302,52
1700159198718,2981,7
1700159198719,944,13
1700159198721,1112,70
1700159198722,2430,8
1700159198825,1114,14
1700159198825,336,10
1700159198879,1038,55
1700159198919,2982,6
1700159198919,1893,6
1700159198920,2430,12
1700159198983,1465,11
1700159198984,1160,15
1700159199017,7435,9
1700159199022,633,202
1700159199086,7430,16
1700159199089,1219,19
1700159199114,2430,6
1700159199119,752,9
1700159199120,890,26
1700159199123,1615,50
1700159199179,2168,10
1700159199180,1370,7
1700159199180,2216,10
1700159199279,6695,9
1700159199279,2152,153
1700159199282,912,7
1700159199283,131,7
1700159199285,7436,13
1700159199318,2306,7
1700159199319,3816,9
1700159199323,334,13
1700159199380,2305,8
1700159199384,1281,31
1700159199386,2948,60
1700159199387,1318,29
1700159199417,742,37
1700159199519,2307,10
1700159199520,2428,11
1700159199719,905,11
1700159199817,1111,9
1700159199820,2308,24
1700159199822,702,279
1700159199917,336,10
1700159199918,909,9
1700159200015,808,24
1700159200119,3711,6
1700159200120,7429,12
1700159200125,729,65
1700159200217,890,12
